scenario_id,type,id,parent,label,desc,lesson,basePoint,varPoint,points,boostType,delegation,knowledge,delta_afterA_del,delta_afterA_know,delta_afterB_del,delta_afterB_know,delta_afterC_del,delta_afterC_know,stageCost_time,stageCost_energy,result_text,result_summary,result_lesson,result_deltaR2,result_deltaR3,result_basePoint,result_hiddenIssues,matchGroups,discountTags_humanCentric,discountTags_domain,discountTags_strongDomain
eorinwangja,tier2,B1,B,AI나 검색 요약으로 줄거리를 파악하고 중요한 장면 하나를 책에서 찾아 읽는다,,요약으로 흐름을 잡고 한 장면은 직접 확인했다 — 책 안으로 돌아왔지만 전체 맥락은 아직 얕다.,10,0,,,,,-,-,--,-,--,-,9,8,"AI나 검색으로 줄거리의 큰 흐름을 확인하고, 중요해 보이는 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 전체를 읽지는 않았지만, 적어도 한 장면은 직접 확인했다.",요약 + 한 장면 직접 확인한 독후감,요약으로 흐름을 잡았지만 직접 읽지 않은 부분의 빈틈이 남는다 — 한 장면이 전체를 대신할 수 없다.,12,23,14,요약 내용과 실제 책 내용이 다를 수 있음;한 장면 외 다른 부분은 검증되지 않음;줄거리 이해가 표면적으로만 남을 수 있음,인식·해석,중심잡기,문해력;자료판단력,문해력
eorinwangja,tier2,B2,B,유명한 문장이나 소개 자료를 보고 그 앞뒤 장면을 직접 읽는다,,책 밖의 단서에서 시작했지만 문장이 놓인 장면은 직접 확인했다 — 유명한 말에 기대지 않고 맥락을 보려는 선택이다.,10,5,,,,,0,0,0,0,0,0,9,8,"어린왕자의 유명한 문장 하나를 고르고, 그 문장이 나오는 앞뒤 장면을 읽은 뒤 독후감 초안이 만들어졌다. 유명한 말에서 시작했지만, 문장이 놓인 상황을 일부 확인한 상태이다.",유명한 문장 앞뒤 맥락을 확인한 독후감,유명한 문장을 골랐지만 그것이 왜 그 장면에서 나왔는지 연결해야 독후감이 된다.,9,18,50,앞뒤 장면만 읽어 전체 흐름 이해가 약할 수 있음;유명 문장 중심이라 책의 다른 부분이 빠져 있음,인식·해석,융합하기,문해력;자료판단력,자료판단력
eorinwangja,tier2,B3,B,책을 읽으며 AI에게 궁금한 점을 물어보고 내 생각을 정리한다,,"책을 읽는 과정에 AI를 대화 상대로 썼다 — AI가 답을 대신 쓰는 것이 아니라, 내가 멈춘 지점을 더 생각하게 돕는 길이다.",10,25,,,,,++,++,++,++,++,++,12,10,"친구가 말해준 내용이나 영상 소개를 듣고, 그중 궁금한 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 출발은 책 밖의 단서였지만, 일부 장면은 직접 만난 상태이다.",외부 단서에서 시작해 직접 확인한 독후감,책 밖에서 시작해도 직접 읽은 장면이 있으면 내 감상의 근거가 생긴다.,5,12,88,,인식·해석;표현·소통,융합하기,문해력;분석력;탐색력,탐색력
eorinwangja,tier2,C1,C,AI에게 줄거리와 독후감 초안을 바로 부탁한다,,AI가 만든 글에서 시작했다 — 문장은 깔끔하지만 내가 책을 읽고 만난 장면은 거의 없다.,10,-10,,,,,-,-,--,-,--,-,4,3,"AI가 줄거리와 독후감 초안을 빠르게 만들어 주었다. 문장은 그럴듯하게 정리되었지만, 내가 책에서 직접 만난 장면이나 내 감상은 거의 들어 있지 않았다.",AI 줄거리·독후감 초안,"AI 초안은 빠르게 생겼지만, 책을 직접 읽고 멈춰 생각한 과정은 대신 만들어 주지 않는다.",5,12,88,,자기성찰;인식·해석,성찰하기,검토력;문해력,검토력
eorinwangja,tier2,C2,C,검색한 줄거리나 영상 소개만 보고 독후감을 쓴다,,책 밖의 자료로 독후감을 만들었다 — 줄거리는 알지만 책의 문장과 장면 앞에서 멈춘 시간이 없다.,10,5,,,,,0,0,0,0,0,0,6,5,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,친구가 들어간 독후감,친구의 책은 친구의 것이다 — 전달 과정에서 책이 흐려진다.,10,20,28,"친구가 들려준 줄거리만 있고 책의 구체 장면이 없음;친구의 해석(""이별에 관한 이야기"")이 내 해석처럼 들어가 있음",인식·해석,성찰하기,자료판단력;문해력,자료판단력
eorinwangja,tier2,C3,C,유명한 문장이나 분위기만으로 독후감을 쓴다,,유명한 문장이나 분위기에서 바로 썼다 — 그럴듯한 감상은 만들 수 있지만 책의 구체 장면과 내 생각이 약하다.,10,15,,,,,+,+,+,+,+,+,6,5,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,일반론으로 채운 독후감,책도 자기도 통과하지 않은 자리에는 착한 말만 남는다.,11,20,12,책의 구체 장면이 한 줄도 없음;어린왕자가 아니어도 통할 만한 일반 교훈만 적힘,인식·해석,융합하기,분석력;검토력,검토력
eorinwangja,review,R1,,감상문을 바로 낸다,확인 없이 감상문을 넘겼다. 빠르지만 책과 다른 내용이나 내 감상이 아닌 문장을 놓칠 수 있다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,,10,none,,,,,,,,,2,1,,,,,,,,,,,
eorinwangja,review,R2,,이상한 내용이나 책과 다른 부분만 표시한다,책과 다른 부분이나 어색한 문장을 일부 표시했다. 오류는 줄였지만 감상과 장면의 연결까지 깊게 확인한 것은 아니다.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,,,18,explicit,,,,,,,,,5,4,,,,,,,,,성찰하기,검토력;자료판단력,자료판단력
eorinwangja,review,R3,,책의 장면과 내 감상이 실제로 이어지는지 다시 확인한다,책의 장면과 내 감상이 이어지는지 다시 확인했다. 감상문을 내가 읽은 흔적으로 책임지는 검토다.,출처와 대조하니 미세 오류까지 보였다. 도메인지식 +3,,,30,all,,,,,,,,,10,8,,,,,,,,,성찰하기,검토력;문해력;분석력,검토력
career,tier1,A,,내가 끌리는 것과 걱정하는 것부터 찾아본다,"내가 좋아하는 것, 자주 신경 쓰는 문제, 막연하게 불안한 말을 먼저 살펴보는 길이다.",내 관심과 걱정에서 시작했다 — 진로탐구는 남의 추천이 아니라 내 질문에서 자란다.,10,15,,,+,+,,,,,,,1,1,,,,,,,,,중심잡기,자기이해;탐색력,
career,tier1,B,,AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,10,0,,,-,-,,,,,,,1,1,,,,,,,,,중심잡기,탐색력;분석력,
career,tier1,C,,사람들이 좋다고 말하는 길을 먼저 찾아본다,"부모님, 친구, 선생님, 유튜브, 뉴스, 인기 학과, 자격증처럼 바깥에서 좋아 보이는 기준을 따라가보는 길이다.",외부 기준을 따라갔다 — 바깥에서 좋다고 하는 말이 내 확인 없이 들어오면 그럴듯한 보고서가 된다.,10,8,,,0,0,,,,,,,1,1,,,,,,,,,성찰하기,자료판단력;분석력,
career,tier2,A1,A,내가 자주 보는 것과 좋아하는 것을 적어본다,,내 관심부터 적었다 — 어디에 마음이 쓰이는지가 진로의 출발점이다.,10,25,,,++,++,,,,,,,14,12,"내가 자주 보는 콘텐츠, 좋아하는 활동, 계속 찾아보게 되는 주제들이 적힌 관심 목록이 만들어진다. 아직 직업으로 정리되지는 않았지만, 내가 어디에 자주 마음을 쓰는지는 보이기 시작한다.",관심 목록 — 마음이 쓰이는 자리,내 관심부터 적었다 — 어디에 마음이 쓰이는지가 진로의 출발점이다.,3,6,,,실천·설계;자기성찰,중심잡기,자기이해;탐색력,자기이해
career,tier2,A2,A,AI 시대에 내가 걱정하는 말을 적어본다,,내 걱정을 적었다 — 불안은 확인할 질문으로 바꿀 수 있다.,10,12,,,+,+,,,,,,,13,11,"“AI가 내 일을 빼앗을까?”, “내가 배우는 것이 쓸모없어질까?”, “나는 뭘 잘할 수 있을까?” 같은 걱정 문장이 적힌 탐구 메모가 만들어진다. 불안은 보이지만, 아직 확인할 질문으로 정리되지는 않았다.",걱정 메모 — 불안을 확인할 질문으로,내 걱정을 적었다 — 불안은 확인할 질문으로 바꿀 수 있다.,6,11,,,실천·설계;인식·해석,중심잡기,자기이해;분석력,자기이해
career,tier2,A3,A,관심을 작은 실험으로 바꿔본다,,작은 실험으로 바꿨다 — 진로는 해보면서 확인된다.,10,0,,,0,+,,,,,,,16,14,"관심 있는 일을 30분 안에 해볼 수 있는 작은 행동이나 실험 계획이 만들어진다. 아직 큰 진로는 아니지만, 실제로 해보며 확인할 수 있는 첫 단계가 생긴다.",작은 실험 — 해볼 수 있는 첫 단계,작은 실험으로 바꿨다 — 진로는 해보면서 확인된다.,9,17,,,자기성찰,성찰하기,탐색력,탐색력
career,tier2,B1,B,AI에게 앞으로 유망한 일을 추천받는다,,AI 유망 추천을 받았다 — 사실/예상/의견을 나누는 자리가 다음이다.,10,-10,,,--,-,,,,,,,4,3,"AI가 추천한 유망 직업이나 관심 분야 목록이 만들어진다. 미래 전망, 돈, 안정성, 새로 생길 일 같은 기준이 들어 있지만, 그 일이 나와 맞는지는 아직 확인되지 않았다.",AI 유망 추천 + 근거 점검,AI 유망 추천을 받았다 — 사실/예상/의견을 나누는 자리가 다음이다.,13,23,,유망하다는 말이 내 기준을 대신함;내가 해 본 일과 이어지지 않음;불안해서 빠른 답을 정답처럼 받아들임,인식·해석,중심잡기,분석력;탐색력,분석력
career,tier2,B2,B,AI에게 내 관심으로 만들 수 있는 새 일을 제안받는다,,AI로 새 조합을 받았다 — 그럴듯함과 진짜 끌림은 다르다.,10,5,,,0,0,,,,,,,8,6,"내가 좋아하는 것과 관심사를 AI에게 넣고, 그것으로 해볼 수 있는 프로젝트나 새 일의 예시가 만들어진다. 가능성은 넓어졌지만, 실제로 내가 해보고 싶은 것과 AI가 그럴듯하게 조합한 것이 섞여 있을 수 있다.",AI 새 조합 + 진짜 끌림 점검,AI로 새 조합을 받았다 — 그럴듯함과 진짜 끌림은 다르다.,8,15,,,인식·해석;실천·설계,융합하기,탐색력;분석력,탐색력
career,tier2,B3,B,AI로 작은 결과물을 만들어보고 진로를 생각한다,,AI로 결과물을 만들었다 — AI가 한 부분과 내가 판단한 부분을 나눠야 한다.,10,25,,,++,++,,,,,,,10,8,"AI를 사용해 글, 그림, 영상 아이디어, 간단한 코드, 기획안 같은 작은 결과물이 만들어진다. 결과물은 빠르게 생겼지만, 그중 AI가 한 부분과 내가 판단한 부분이 섞여 있다.",AI 결과물 + 내 판단 분리,AI로 결과물을 만들었다 — AI가 한 부분과 내가 판단한 부분을 나눠야 한다.,5,12,,,인식·해석;실천·설계,융합하기,탐색력;표현력,탐색력
career,tier2,C1,C,유튜브나 뉴스에서 본 유망한 길을 찾아본다,,미디어 추천을 따라갔다 — 빈틈과 위험도 같이 봐야 한다.,10,-10,,,-,-,,,,,,,10,8,"영상이나 뉴스에서 좋다고 한 직업, 산업, 기술 분야를 바탕으로 진로탐구 초안이 만들어진다. 사회적으로 중요해 보이는 주제는 잡혔지만, 왜 그것이 나에게 중요한지는 아직 약하다.",미디어 정보 + 빈틈 점검,미디어 추천을 따라갔다 — 빈틈과 위험도 같이 봐야 한다.,5,12,,,인식·해석,성찰하기,자료판단력;분석력,자료판단력
career,tier2,C2,C,"부모님, 친구, 선생님이 좋다고 한 길을 따라본다",,주변 추천을 따랐다 — 추천이 내 경험과 맞는지가 자리다.,10,5,,,0,0,,,,,,,8,7,"주변 사람이 추천한 직업, 학과, 공부 방향을 바탕으로 진로탐구 초안이 만들어진다. 추천의 이유는 있지만, 그것이 내 경험과 맞는지는 아직 확인되지 않았다.",주변 추천 + 경험 정합,주변 추천을 따랐다 — 추천이 내 경험과 맞는지가 자리다.,10,20,,친구가 골랐다는 이유가 내 기준 자리에 들어가 있음;내가 해 본 일과 끌리는 부분은 글에 없음,인식·해석;표현·소통,성찰하기,자기이해;분석력,자기이해
career,tier2,C3,C,"인기 학과나 자격증, 안정적인 길을 먼저 찾아본다",,안전한 길을 모았다 — 이름이 아니라 실제 공부와 일을 봐야 한다.,10,0,,,-,0,,,,,,,9,8,"인기 학과 순위, AI 시대에 필요하다는 자격증, 안정적이라고 알려진 직업들을 모은 진로탐구 초안이 만들어진다. 안전해 보이는 정보는 많지만, 실제로 무엇을 배우고 어떤 일을 하는지는 흐릴 수 있다.",안전한 길 + 실제 내용 확인,안전한 길을 모았다 — 이름이 아니라 실제 공부와 일을 봐야 한다.,11,20,,모른다는 말만 있고 불안의 내용이 없음;상담 때 이야기할 단서가 부족함;다음에 알아볼 행동이 정해지지 않음,인식·해석;자기성찰,융합하기,탐색력;분석력,탐색력
career,review,R1,,나온 추천을 그대로 정리한다,추천이나 자료를 그대로 정리했다. 빠르지만 내 기준과 실제 경험이 빠질 수 있다.,검토를 건너뛰면 불안도 그대로 남는다.,,,10,none,,,,,,,,,2,1,,,,,,,,,,,
career,review,R2,,낯선 직업 이름과 이상한 정보만 확인한다,낯선 정보와 이상한 표현을 일부 확인했다. 오류는 줄였지만 내 기준과 연결한 검토는 아직 약하다.,이상한 부분을 잡았다. 도메인지식 +1,,,18,explicit,,,,,,,,,5,4,,,,,,,,,성찰하기,검토력;자료판단력;분석력,자료판단력
career,review,R3,,"내 관심, 걱정, 실제 해볼 활동과 이어지는지 다시 본다","추천과 정보를 내 관심, 걱정, 실제 해볼 활동에 비춰 다시 봤다. 진로 판단을 자기 기준으로 되돌리는 검토다.",내 기준으로 다시 봤다. 도메인지식 +3,,,30,all,,,,,,,,,10,8,,,,,,,,,성찰하기,검토력;자기이해;탐색력,검토력
studyplan,tier1,A,,먼저 내 실력을 확인한다,문제를 풀거나 시험 범위를 보며 내가 아는 것과 모르는 것을 먼저 확인하는 길이다.,내 약점부터 봤다 — 시험 준비는 모르는 자리에서 시작한다.,10,15,,,+,+,,,,,,,1,1,,,,,,,,,중심잡기,학습력;자기이해,
studyplan,tier1,B,,AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,10,0,,,-,-,,,,,,,1,1,,,,,,,,,중심잡기,학습력,
studyplan,tier1,C,,공부한 느낌이 드는 쉬운 방법에서 시작한다,"친구 계획표, 학원 자료, 작년 시험지, 인터넷 요약, 책상 정리나 쉬운 과목처럼 공부한 느낌이 드는 것에서 시작하는 길이다.",공부한 느낌이 드는 쉬운 방법에서 시작했다 — 내 약점·올해 범위와 맞지 않으면 실제 공부는 비어 있을 수 있다.,10,0,,,0,0,,,,,,,1,1,,,,,,,,,성찰하기,검토력;학습력,
studyplan,tier2,A1,A,문제를 조금 풀어보고 약한 단원을 찾는다,,문제로 약한 단원을 찾았다 — 막연한 불안이 구체적 단원으로 보인다.,10,25,,,++,++,,,,,,,17,15,"문제를 조금 풀어본 뒤, 틀린 문제가 많은 단원과 헷갈리는 개념이 표시된 간단한 약점 목록이 만들어진다. 아직 정확한 공부 순서는 정리되지 않았지만, 막연한 불안이 구체적인 단원으로 보이기 시작한다.",약한 단원 목록 — 문제로 확인한 자리,문제로 약한 단원을 찾았다 — 막연한 불안이 구체적 단원으로 보인다.,3,6,92,,실천·설계;자기성찰,융합하기,학습력;자기이해,학습력
studyplan,tier2,A2,A,시험 범위표를 보며 아는 단원과 모르는 단원을 나눈다,,범위표로 단원을 나눴다 — 어렵다는 느낌과 실제 어려움은 다르다.,10,12,,,+,+,,,,,,,14,12,"시험 범위표 위에 아는 단원, 애매한 단원, 모르는 단원이 표시된다. 아직 문제로 확인한 것은 아니지만, 전체 시험 범위를 한눈에 보고 공부할 곳을 나눈 상태이다.",범위표 분류 — 한눈에 본 시험 범위,범위표로 단원을 나눴다 — 어렵다는 느낌과 실제 어려움은 다르다.,5,11,75,,실천·설계;인식·해석,중심잡기,학습력;자료판단력,자료판단력
studyplan,tier2,A3,A,과목별 자신감과 실제 문제 풀이를 비교한다,,자신감과 실제 풀이를 비교했다 — 감과 점수의 어긋남이 약점이다.,10,0,,,0,+,,,,,,,16,14,"과목별로 내가 느끼는 자신감과 실제로 문제를 풀어본 결과가 함께 적힌 공부 점검표가 만들어진다. 잘한다고 생각했지만 틀리는 과목, 불안했지만 생각보다 풀리는 과목이 드러날 수 있다.",자신감 vs 실제 — 감의 어긋남 점검,자신감과 실제 풀이를 비교했다 — 감과 점수의 어긋남이 약점이다.,8,15,55,,실천·설계,성찰하기,학습력;자기이해,자기이해
studyplan,tier2,B1,B,AI에게 2주 공부 계획표를 만들어 달라고 한다,,AI 계획표를 받았다 — 내 시험 범위·생활 시간 정합이 다음 자리다.,10,-10,,,--,-,,,,,,,4,3,"AI가 만든 2주짜리 공부 계획표가 만들어진다. 과목별 시간과 공부 순서는 깔끔하게 정리되어 있지만, 내 실제 약점과 생활 시간을 충분히 반영했는지는 알 수 없다.",AI 계획표 + 내 범위·시간 정합,AI 계획표를 받았다 — 내 시험 범위·생활 시간 정합이 다음 자리다.,13,23,16,학생의 실제 약한 단원을 알지 못함;모든 과목에 통하는 일반론만 제시됨;내가 뭘 모르는지 확인하는 과정이 빠져 있음,인식·해석,중심잡기,학습력,학습력
studyplan,tier2,B2,B,AI에게 내 약점을 말하고 공부 순서를 받는다,,AI 공부 순서를 받았다 — 추천 이유와 내 오답 정합이 자리다.,10,5,,,0,0,,,,,,,8,7,"내가 약하다고 느끼는 과목이나 단원을 AI에게 말하고, 그에 맞춘 공부 순서가 만들어진다. 내 정보가 들어갔지만, 그 약점이 실제 문제 풀이로 확인된 것인지는 아직 애매하다.",AI 공부 순서 + 오답 확인,AI 공부 순서를 받았다 — 추천 이유와 내 오답 정합이 자리다.,8,15,57,,인식·해석;실천·설계,융합하기,학습력;자기이해,자기이해
studyplan,tier2,B3,B,내 약점과 시험 범위를 넣어 AI에게 요약본이나 예상문제를 받는다,,내 약점과 시험 범위를 넣어 AI 자료를 받았다 — 실제 범위와 오답에 맞는지 확인해야 한다.,10,25,,,++,++,,,,,,,10,9,"AI가 만든 시험 범위 요약본이나 예상문제가 만들어진다. 빠르게 공부 자료가 생겼지만, 실제 시험 범위와 문제집의 수준을 충분히 반영했는지는 확인이 필요하다.",AI 요약·예상문제 + 실제 범위 확인,AI 요약·예상문제를 받았다 — 실제 시험 범위 확인이 자리다.,5,12,88,,인식·해석;자기성찰,융합하기,학습력;자료판단력,자료판단력
studyplan,tier2,C1,C,친구나 학원 계획표를 따라 한다,,친구·학원 계획을 따랐다 — 그쪽 약점은 내 약점과 다르다.,10,-10,,,-,-,,,,,,,7,6,"잘하는 친구의 계획표나 학원에서 준 시간표를 바탕으로 내 공부 계획이 만들어진다. 이미 정리된 계획이라 시작하기 쉬워 보이지만, 친구나 학원의 기준이 내 약점과 다를 수 있다.",친구·학원 계획 + 내 약점 정합,친구·학원 계획을 따랐다 — 그쪽 약점은 내 약점과 다르다.,5,12,88,,인식·해석,성찰하기,학습력;검토력,검토력
studyplan,tier2,C2,C,작년 시험지나 인터넷 요약 자료에 기대어 공부한다,,"작년 시험지나 인터넷 요약에서 시작했다 — 공부할 양은 줄어든 것 같지만, 올해 시험 범위와 내 약점이 빠질 수 있다.",10,0,,,0,0,,,,,,,10,8,"작년 시험지, 기출처럼 보이는 자료, 인터넷 요약본을 바탕으로 공부할 내용이 정리된다. 나올 것 같은 내용을 빠르게 잡을 수 있지만, 올해 시험 범위와 다른 부분이 있을 수 있다.",작년·인터넷 자료 + 올해 범위 거리,작년·인터넷 자료에 기댔다 — 올해 범위와의 거리가 자리다.,10,20,25,친구의 약한 단원에 내 공부 시간이 들어가 있음;내가 정말 막히는 단원에는 시간이 부족함;내 오답을 직접 본 적이 없음,인식·해석,성찰하기,자료판단력;학습력,자료판단력
studyplan,tier2,C3,C,책상 정리나 쉬운 과목처럼 부담 없는 일부터 한다,,공부한 느낌은 만들었다 — 정리된 책상과 쉬운 문제는 약점 확인을 대신하지 못한다.,10,-10,,,-,-,,,,,,,5,4,"책상 정리, 계획표 꾸미기, 자신 있는 과목만 보기, 잠깐 게임하기처럼 공부를 시작한 것 같지만 실제 공부는 거의 진행되지 않은 상태가 된다. 마음은 조금 편해질 수 있지만, 모르는 부분은 그대로 남는다.",미루기 → 작은 행동 하나로 전환,공부를 미뤘다 — 정리된 책상은 풀어본 문제가 아니다.,11,20,10,시험 범위를 확인하지 않음;모르는 과목을 그대로 둠;공부 계획 없이 시간이 지나감,자기성찰;인식·해석,융합하기,학습력;자기이해,자기이해
studyplan,review,R1,,계획표대로 바로 시작한다,계획을 바로 실행했다. 빠르게 시작하지만 내 약점이나 범위 오류를 놓칠 수 있다.,검토를 건너뛰었다 — 내 계획을 다시 볼 기회를 놓쳤다.,,,10,none,,,,,,,,,2,1,,,,,,,,,,,
studyplan,review,R2,,빠진 단원이나 너무 빡센 일정만 고친다,빠진 단원과 무리한 일정을 일부 고쳤다. 표면 조정은 했지만 오답 기준으로 다시 짠 것은 아니다.,한 번 훑어 빠진 단원을 잡았다. 도메인지식 +1,,,18,explicit,,,,,,,,,5,4,,,,,,,,,성찰하기,검토력;학습력,검토력
studyplan,review,R3,,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡았다. 공부 계획을 내 약점에 맞게 책임지는 검토다.,오답을 다시 보고 약점에 시간을 옮겼다. 도메인지식 +3,,,30,all,,,,,,,,,10,8,,,,,,,,,성찰하기,검토력;학습력;자기이해,학습력
