scenario_id,leaf,tier1,tier2,review,reviewSupplement,reviewLabel,resourceCost_time,resourceCost_energy,expReward,competencyCards,axisDelta_requireCard,axisDelta_bonusPoint,axisDelta_note,finals_score,finals_grade,finals_item,finals_delegation,finals_knowledge,finals_awareness,finals_cut6Feedback,finals_replaySuggestion,finals_cardEarned,finals_humanCentricAxis,finals_humanCentricTag,finals_domainCards,finals_growthCard,finals_replayCardStatus,finals_expReward,finals_shortFeedback,finals_reportFeedback,finals_earnedCards,finals_adjustedScore,finals_adjustedType,finals_adjustedReason,finals_reportPathSummary,finals_cartoonCaption1,finals_cartoonCaption2,finals_cartoonCaption3,finals_cartoonCaption4,finals_cartoonCaption5,finals_reportReflection,finals_reportCardSummary,finals_reportStrengthTags,finals_reportGrowthTags
bookreport,A1R1,A,A1,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,16,13,5,주체성;문해력;맥락적 사고,,,,68,B,,내가 직접,,⟨TODO⟩,AI 도움 없이 기억나는 장면과 느낌을 짧게 써서 내 힘으로 시작했다. 다만 다시 살펴보지 않고 제출해서 장면을 왜 골랐는지는 잘 드러나지 않는다.,⟨TODO⟩,true,융합하기,맥락적 사고,문해력;문해력,,,5,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,A1R2,A,A1,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,19,16,6,주체성;문해력;맥락적 사고;검토력,,,,74,B,,내가 직접,,⟨TODO⟩,"기억나는 장면과 느낌을 짧게 쓴 뒤, 내가 읽은 장면과 느낌이 들어갔는지 확인했다. 빠진 느낌을 조금 덧붙였지만 장면을 고른 이유까지 깊게 고치지는 못했다.",⟨TODO⟩,true,융합하기,맥락적 사고,문해력;문해력;검토력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,A1R3,A,A1,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,24,20,6,주체성;문해력;맥락적 사고;검토력,,,,78,A,,내가 직접,,⟨TODO⟩,짧게 쓴 글을 선생님이 물어본다고 생각하며 내 말로 설명해 보았다. 글은 길지 않아도 내가 읽은 장면과 느낌을 직접 말할 수 있다.,⟨TODO⟩,true,융합하기,맥락적 사고,문해력;문해력;검토력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,A2R1,A,A2,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,18,15,6,주체성;문해력;창의적 사고;표현력,,,,76,A,,내가 직접,,⟨TODO⟩,마음에 남은 장면을 고르고 왜 그 장면인지 이유까지 적었다. 하지만 제출 전에 다시 살피지 않아 이유와 느낌이 충분히 이어졌는지는 확인하지 못했다.,⟨TODO⟩,true,융합하기,창의적 사고,문해력;표현력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,A2R2,A,A2,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,21,18,7,주체성;문해력;창의적 사고;표현력;검토력,,,,84,A,,내가 직접,,⟨TODO⟩,"마음에 남은 장면과 그 이유를 적고, 내 느낌이 빠졌는지 다시 보았다. 어색하거나 빈 부분을 조금 고쳐 장면과 생각이 더 잘 이어진다.",⟨TODO⟩,true,융합하기,창의적 사고,문해력;표현력;검토력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,A2R3,A,A2,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,26,22,7,주체성;문해력;창의적 사고;표현력;검토력,,,,90,S,,내가 직접,,⟨TODO⟩,마음에 남은 장면을 고른 이유와 느낌을 내 말로 설명해 보았다. AI 도움 없이 내가 읽고 생각한 내용을 분명하게 보여 준다.,⟨TODO⟩,true,융합하기,창의적 사고,문해력;표현력;검토력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,A3R1,A,A3,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,14,11,6,주체성;문해력;통합적 사고;탐색력,,,,74,B,,내가 직접 →부분 위임,,⟨TODO⟩,"이해가 안 된 장면은 AI 설명을 참고했지만, 다시 책을 보고 내 느낌을 정리하는 과정은 부족했다. 설명을 듣고 바로 제출해서 내 생각으로 바꾼 흔적이 약하다.",⟨TODO⟩,true,융합하기,통합적 사고,문해력;탐색력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,A3R2,A,A3,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,17,14,6,주체성;문해력;통합적 사고;탐색력;검토력,,,,82,A,,내가 직접 →부분 위임,,⟨TODO⟩,"AI 설명을 보고 막힌 장면을 이해한 뒤, 내가 읽은 장면과 느낌이 들어갔는지 확인했다. 아직 깊은 설명은 아니지만 AI 말을 그대로 옮기지 않으려는 시도가 보인다.",⟨TODO⟩,true,융합하기,통합적 사고,문해력;탐색력;검토력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,A3R3,A,A3,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,22,18,7,주체성;문해력;통합적 사고;탐색력;검토력,,,,88,A,,내가 직접 →부분 위임,,⟨TODO⟩,"AI 설명을 단서로 삼아 다시 책을 보고, 막혔던 장면을 나만의 생각과 표현으로 설명해 보았다. 도움은 받았지만 마지막에는 내가 이해한 말로 정리했다.",⟨TODO⟩,true,융합하기,통합적 사고,문해력;탐색력;검토력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B1R1,B,B1,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,10,8,6,적응성;탐색력;통합적 사고;분석력,,,,72,B,,부분 위임 →직접쪽,,⟨TODO⟩,AI 줄거리를 읽은 부분과 안 읽은 부분으로 나누어 보았지만 거기서 멈췄다. 다시 책이나 내 느낌으로 돌아가지 않아 독후감의 주인이 분명하지 않다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;분석력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B1R2,B,B1,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,13,11,6,적응성;탐색력;통합적 사고;분석력;검토력,,,,80,A,,부분 위임 →직접쪽,,⟨TODO⟩,"AI 줄거리에서 내가 읽은 부분을 골라내고, 내 장면과 느낌이 들어갔는지 확인했다. 복사해서 쓰는 길에서 벗어났지만 감상은 아직 더 보태야 한다.",⟨TODO⟩,true,융합하기,통합적 사고,탐색력;분석력;검토력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B1R3,B,B1,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,18,15,7,적응성;탐색력;통합적 사고;분석력;검토력,,,,84,A,,부분 위임 →직접쪽,,⟨TODO⟩,AI가 알려 준 내용과 내가 실제로 읽은 내용을 나누어 설명해 보았다. 무엇을 읽었고 무엇은 도움받았는지 말할 수 있어 내 역할이 더 분명하다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;분석력;검토력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B2R1,B,B2,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,16,13,6,적응성;탐색력;통합적 사고;자료판단력,,,,82,A,,부분 위임 →직접쪽,,⟨TODO⟩,"AI가 말한 장면을 책에서 찾아 확인했지만, 확인한 뒤 바로 제출했다. 장면은 맞을 수 있어도 그 장면에서 내가 무엇을 느꼈는지는 약하게 남는다.",⟨TODO⟩,true,융합하기,통합적 사고,탐색력;자료판단력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B2R2,B,B2,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,19,16,7,적응성;탐색력;통합적 사고;자료판단력;검토력,,,,90,S,,부분 위임 →직접쪽,,⟨TODO⟩,"AI가 말한 장면을 책에서 확인하고, 내 느낌이 글에 들어갔는지 다시 보았다. 잘못된 내용은 줄이고 내가 읽은 장면 쪽으로 글을 고쳤다.",⟨TODO⟩,true,융합하기,통합적 사고,탐색력;자료판단력;검토력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B2R3,B,B2,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,24,20,7,적응성;탐색력;통합적 사고;자료판단력;검토력,,,,95,S,,부분 위임 →직접쪽,,⟨TODO⟩,"AI가 알려 준 장면을 책에서 확인한 뒤, 그 장면을 왜 골랐는지 내 말로 설명했다. AI를 단서로 썼지만 최종 감상은 내가 읽고 생각한 내용으로 정리했다.",⟨TODO⟩,true,융합하기,통합적 사고,탐색력;자료판단력;검토력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B3R1,B,B3,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,12,9,6,적응성;탐색력;통합적 사고,,,,76,A,,부분 위임 →직접쪽,,⟨TODO⟩,"AI에게 감상문 대신 생각해 볼 질문만 받았지만, 그 질문에 충분히 답하지 못했다. 질문을 받고 바로 제출해서 내 느낌으로 이어지는 부분이 약하다.",⟨TODO⟩,true,융합하기,통합적 사고,탐색력;탐색력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B3R2,B,B3,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,15,12,7,적응성;탐색력;통합적 사고;검토력,,,,84,A,,부분 위임 →직접쪽,,⟨TODO⟩,AI가 준 질문을 보고 내가 읽은 장면과 느낌이 들어갔는지 확인했다. 질문에 대한 답을 조금 붙이며 감상 방향을 스스로 잡기 시작했다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;탐색력;검토력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,B3R3,B,B3,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,20,16,7,적응성;탐색력;통합적 사고;검토력,,,,88,A,,부분 위임 →직접쪽,,⟨TODO⟩,"AI가 준 질문을 내 생각을 꺼내는 단서로 쓰고, 답을 내 말로 설명해 보았다. 질문을 그대로 베끼지 않고 내 감상으로 바꾸었다.",⟨TODO⟩,true,융합하기,통합적 사고,탐색력;탐색력;검토력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C1R1,C,C1,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,5,3,4,,,,,48,C,,전체 위임 →위임쪽,,⟨TODO⟩,AI가 쓴 독후감을 거의 그대로 두고 제출했다. 문장은 완성되어 보여도 내가 읽은 장면과 느낌은 거의 보이지 않는다.,⟨TODO⟩,false,,,,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C1R2,C,C1,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,8,6,4,검토력,,,,55,C,,전체 위임 →위임쪽,,⟨TODO⟩,AI 독후감을 보고 내 장면과 느낌이 들어갔는지 확인했다. 확인해 보니 내 말이 부족하다는 점은 알았지만 글을 충분히 고치지는 못했다.,⟨TODO⟩,true,,,검토력,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C1R3,C,C1,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,13,10,4,검토력,,,,58,C,,전체 위임 →위임쪽,,⟨TODO⟩,AI 독후감을 내 말로 설명해 보려 하자 모르는 장면과 표현이 드러났다. 설명하기 어려운 부분이 많아 내 독후감이라고 말하기 힘들다.,⟨TODO⟩,true,,,검토력,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C2R1,C,C2,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,7,5,4,성찰적 사고;표현력,,,,55,C,,전체 위임 →표면수정,,⟨TODO⟩,AI 글에서 말투만 조금 바꾸고 제출했다. 겉모습은 달라졌지만 내가 읽은 장면과 생각은 여전히 약하다.,⟨TODO⟩,true,성찰하기,성찰적 사고,표현력,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C2R2,C,C2,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,10,8,5,성찰적 사고;표현력;검토력,,,,62,B,,전체 위임 →표면수정,,⟨TODO⟩,AI 글의 말투를 고친 뒤 내 장면과 느낌이 들어갔는지 보았다. 일부 어색한 표현은 줄였지만 내 감상으로 다시 쓰는 데까지는 가지 못했다.,⟨TODO⟩,true,성찰하기,성찰적 사고,표현력;검토력,,,5,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C2R3,C,C2,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,15,12,5,성찰적 사고;표현력;검토력,,,,66,B,,전체 위임 →표면수정,,⟨TODO⟩,AI 글을 내 말로 설명해 보며 내가 이해하지 못한 부분을 확인했다. 말투만 바꾸는 것으로는 부족하다는 점을 스스로 알아차렸다.,⟨TODO⟩,true,성찰하기,성찰적 사고,표현력;검토력,,,5,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C3R1,C,C3,R1,⟨TODO⟩,시간이 없어서 지금 글을 그대로 낸다,14,11,4,적응성;자료판단력,,,,58,C,,전체 위임 →회복,,⟨TODO⟩,AI 글에 나온 장면을 책에서 찾아보고 내 느낌을 조금 붙였다. 하지만 다시 검토하지 않아 AI 글에서 벗어난 정도는 크지 않다.,⟨TODO⟩,true,중심잡기,적응성,자료판단력,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C3R2,C,C3,R2,⟨TODO⟩,내가 읽은 장면과 내 느낌이 들어갔는지 본다,17,14,6,적응성;자료판단력;검토력,,,,72,B,,전체 위임 →회복,,⟨TODO⟩,AI 글에 나온 장면을 책에서 확인하고 내 느낌이 들어갔는지 다시 보았다. 책 장면과 내 말이 조금 살아나며 글을 일부 되찾았다.,⟨TODO⟩,true,중심잡기,적응성,자료판단력;검토력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
bookreport,C3R3,C,C3,R3,⟨TODO⟩,선생님이 물었을 때 그 장면을 내 말로 설명할 수 있는지 본다,22,18,6,적응성;자료판단력;검토력,,,,74,B,,전체 위임 →회복,,⟨TODO⟩,AI 글에서 출발했지만 책 장면을 확인하고 내 느낌을 설명해 보았다. 완전히 직접 쓴 글은 아니어도 마지막에는 내가 이해한 내용으로 고쳤다.,⟨TODO⟩,true,중심잡기,적응성,자료판단력;검토력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,A1R1,A,A1,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,16,13,5,주체성;표현력;맥락적 사고;자기이해,,,,70,B,,내가 직접,,⟨TODO⟩,좋아하는 이유만 있고 정보가 약하다. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,true,융합하기,맥락적 사고,표현력;자기이해,,,5,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,A1R2,A,A1,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,19,16,6,주체성;표현력;맥락적 사고;자기이해,,,,78,A,,내가 직접,,⟨TODO⟩,이유는 말하나 새 정보가 부족하다. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,융합하기,맥락적 사고,표현력;자기이해;표현력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
