scenario_id,leaf,tier1,tier2,review,reviewSupplement,reviewLabel,resourceCost_time,resourceCost_energy,expReward,competencyCards,axisDelta_requireCard,axisDelta_bonusPoint,axisDelta_note,finals_score,finals_grade,finals_item,finals_delegation,finals_knowledge,finals_awareness,finals_cut6Feedback,finals_replaySuggestion,finals_cardEarned,finals_humanCentricAxis,finals_humanCentricTag,finals_domainCards,finals_growthCard,finals_replayCardStatus,finals_expReward,finals_shortFeedback,finals_reportFeedback,finals_earnedCards,finals_adjustedScore,finals_adjustedType,finals_adjustedReason,finals_reportPathSummary,finals_cartoonCaption1,finals_cartoonCaption2,finals_cartoonCaption3,finals_cartoonCaption4,finals_cartoonCaption5,finals_reportReflection,finals_reportCardSummary,finals_reportStrengthTags,finals_reportGrowthTags
animaltalk,A1R3,A,A1,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,24,20,6,주체성;표현력;맥락적 사고;자기이해;소통력,,,,80,A,,내가 직접,,⟨TODO⟩,질문 앞에서 정보가 부족하다는 점을 확인했다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,융합하기,맥락적 사고,표현력;자기이해;소통력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,A2R1,A,A2,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,18,15,6,주체성;표현력;통합적 사고;탐색력,,,,80,A,,내가 직접,,⟨TODO⟩,AI 정보 보탰지만 읽기에 머문다. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,true,융합하기,통합적 사고,표현력;탐색력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,A2R2,A,A2,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,21,18,7,주체성;표현력;통합적 사고;탐색력,,,,88,A,,내가 직접,,⟨TODO⟩,보탠 정보를 내 말로 설명한다. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,융합하기,통합적 사고,표현력;탐색력;표현력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,A2R3,A,A2,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,26,22,7,주체성;표현력;통합적 사고;탐색력;소통력,,,,94,S,,내가 직접,,⟨TODO⟩,정보 이해와 질문 대비가 좋다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,융합하기,통합적 사고,표현력;탐색력;소통력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,A3R1,A,A3,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,14,11,6,주체성;표현력;사회·관계적 사고;소통력,,,,78,A,,내가 직접 →부분 위임,,⟨TODO⟩,신기한 특징은 있으나 읽기 중심. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,true,성찰하기,사회·관계적 사고,표현력;소통력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,A3R2,A,A3,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,17,14,7,주체성;표현력;사회·관계적 사고;소통력,,,,86,A,,내가 직접 →부분 위임,,⟨TODO⟩,특징과 내 말 설명이 연결된다. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,성찰하기,사회·관계적 사고,표현력;소통력;표현력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,A3R3,A,A3,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,22,18,7,주체성;표현력;사회·관계적 사고;소통력,,,,90,S,,내가 직접 →부분 위임,,⟨TODO⟩,청중 고려와 질문 답변이 좋다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,성찰하기,사회·관계적 사고,표현력;소통력;소통력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B1R1,B,B1,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,8,6,6,적응성;탐색력,,,,72,B,,부분 위임 →위임쪽,,⟨TODO⟩,AI 정보를 그대로 붙여 약하다. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,true,중심잡기,적응성,탐색력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B1R2,B,B1,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,11,9,6,적응성;탐색력;표현력,,,,80,A,,부분 위임 →위임쪽,,⟨TODO⟩,설명해 보며 이해 부족을 발견한다. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,중심잡기,적응성,탐색력;표현력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B1R3,B,B1,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,16,13,7,적응성;탐색력;소통력,,,,84,A,,부분 위임 →위임쪽,,⟨TODO⟩,질문 앞에서 복붙 한계가 보이다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,중심잡기,적응성,탐색력;소통력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B2R1,B,B2,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,12,9,6,적응성;탐색력;통합적 사고;표현력,,,,82,A,,부분 위임 →직접쪽,,⟨TODO⟩,내 이유와 AI 정보 연결은 한다. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;표현력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B2R2,B,B2,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,15,12,7,적응성;탐색력;통합적 사고;표현력,,,,90,S,,부분 위임 →직접쪽,,⟨TODO⟩,연결 내용을 내 말로 설명한다. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;표현력;표현력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B2R3,B,B2,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,20,16,7,적응성;탐색력;통합적 사고;표현력;소통력,,,,95,S,,부분 위임 →직접쪽,,⟨TODO⟩,AI 정보와 내 이유를 잘 엮다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;표현력;소통력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B3R1,B,B3,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,14,11,6,적응성;탐색력;통합적 사고;소통력,,,,82,A,,부분 위임 →직접쪽,,⟨TODO⟩,예상 질문을 읽는 수준에 머문다. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;소통력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B3R2,B,B3,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,17,14,7,적응성;탐색력;통합적 사고;소통력;표현력,,,,90,S,,부분 위임 →직접쪽,,⟨TODO⟩,예상 질문에 내 답을 준비한다. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;소통력;표현력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,B3R3,B,B3,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,22,18,7,적응성;탐색력;통합적 사고;소통력,,,,94,S,,부분 위임 →직접쪽,,⟨TODO⟩,청중 질문 대응까지 준비한다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,융합하기,통합적 사고,탐색력;소통력;소통력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C1R1,C,C1,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,5,3,4,,,,,50,C,,전체 위임 →위임쪽,,⟨TODO⟩,AI 발표문 그대로 읽어 약하다. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,false,,,,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C1R2,C,C1,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,8,6,4,표현력,,,,56,C,,전체 위임 →위임쪽,,⟨TODO⟩,덮고 말하니 기억 부족이 드러난다. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,,,표현력,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C1R3,C,C1,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,13,10,4,소통력,,,,58,C,,전체 위임 →위임쪽,,⟨TODO⟩,내 이유와 이해 부족이 보이다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,,,소통력,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C2R1,C,C2,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,8,6,4,성찰적 사고;표현력,,,,58,C,,전체 위임 →표면수정,,⟨TODO⟩,일부 삭제했지만 읽기 중심. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,true,성찰하기,성찰적 사고,표현력,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C2R2,C,C2,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,11,9,5,성찰적 사고;표현력,,,,66,B,,전체 위임 →표면수정,,⟨TODO⟩,덜어내며 일부 내 말로 회복한다. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,성찰하기,성찰적 사고,표현력;표현력,,,5,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C2R3,C,C2,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,16,13,5,성찰적 사고;표현력;소통력,,,,68,B,,전체 위임 →표면수정,,⟨TODO⟩,이해한 내용과 부족함을 구분한다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,성찰하기,성찰적 사고,표현력;소통력,,,5,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C3R1,C,C3,R1,⟨TODO⟩,발표문을 보고 읽는 연습만 한다,14,11,5,적응성;소통력,,,,62,B,,전체 위임 →회복,,⟨TODO⟩,청중 기준 삭제는 했지만 약하다. 읽는 연습에서 멈춰 친구 앞에서 내 말로 설명하는 준비는 부족하다.,⟨TODO⟩,true,중심잡기,적응성,소통력,,,5,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C3R2,C,C3,R2,⟨TODO⟩,발표문을 보지 않고 짧게 내 말로 설명해 본다,17,14,6,적응성;소통력;표현력,,,,74,B,,전체 위임 →회복,,⟨TODO⟩,친구들이 궁금해할 부분을 다시 살림. 발표문을 덮고 말해 보며 외운 말과 내가 이해한 말을 구분했다.,⟨TODO⟩,true,중심잡기,적응성,소통력;표현력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
animaltalk,C3R3,C,C3,R3,⟨TODO⟩,친구 질문 하나에 내 말로 답해 본다,22,18,6,적응성;소통력,,,,78,A,,전체 위임 →회복,,⟨TODO⟩,궁금할 내용만 남겨 답변한다. 친구 질문에 답해 보며 발표 내용이 내 말로 준비되었는지 확인했다.,⟨TODO⟩,true,중심잡기,적응성,소통력;소통력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A1R1,A,A1,R1,⟨TODO⟩,보기 좋아서 바로 제출한다,10,8,5,주체성;자기이해;맥락적 사고,,,,68,B,,내가 직접,,⟨TODO⟩,세 직업 중 장점만 보고 골라 탐색이 약하다. 보기 좋게 정리했지만 왜 이 직업을 골랐는지 다시 확인하지 않았다.,⟨TODO⟩,true,융합하기,맥락적 사고,자기이해;자기이해,,,5,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A1R2,A,A1,R2,⟨TODO⟩,내가 왜 이 직업을 골랐는지 한 문장으로 말해 본다,13,11,6,주체성;자기이해;맥락적 사고,,,,76,A,,내가 직접,,⟨TODO⟩,세 후보 중 고른 이유는 말하나 정보가 부족하다. 고른 이유를 한 문장으로 말해 보며 내 관심과 연결되는지 확인했다.,⟨TODO⟩,true,융합하기,맥락적 사고,자기이해;자기이해;자기이해,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A1R3,A,A1,R3,⟨TODO⟩,좋은 점과 힘든 점을 함께 설명할 수 있는지 본다,18,15,6,주체성;자기이해;맥락적 사고;탐색력,,,,80,A,,내가 직접,,⟨TODO⟩,좋은 점과 힘든 점을 함께 보기 시작한다. 좋은 점과 힘든 점을 함께 말해 보며 직업을 제대로 알고 있는지 확인했다.,⟨TODO⟩,true,융합하기,맥락적 사고,자기이해;자기이해;탐색력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A2R1,A,A2,R1,⟨TODO⟩,보기 좋아서 바로 제출한다,14,11,6,주체성;자기이해;호기심;탐색력,,,,78,A,,내가 직접,,⟨TODO⟩,세 직업을 활동과 연결했지만 확인이 약하다. 보기 좋게 정리했지만 왜 이 직업을 골랐는지 다시 확인하지 않았다.,⟨TODO⟩,true,중심잡기,호기심,자기이해;탐색력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A2R2,A,A2,R2,⟨TODO⟩,내가 왜 이 직업을 골랐는지 한 문장으로 말해 본다,17,14,7,주체성;자기이해;호기심;탐색력,,,,88,A,,내가 직접,,⟨TODO⟩,활동 경험과 세 후보 중 선택 이유가 연결된다. 고른 이유를 한 문장으로 말해 보며 내 관심과 연결되는지 확인했다.,⟨TODO⟩,true,중심잡기,호기심,자기이해;탐색력;자기이해,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A2R3,A,A2,R3,⟨TODO⟩,좋은 점과 힘든 점을 함께 설명할 수 있는지 본다,22,18,7,주체성;자기이해;호기심;탐색력,,,,92,S,,내가 직접,,⟨TODO⟩,세 후보 중 선택 이유와 실제 일이 연결된다. 좋은 점과 힘든 점을 함께 말해 보며 직업을 제대로 알고 있는지 확인했다.,⟨TODO⟩,true,중심잡기,호기심,자기이해;탐색력;탐색력,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A3R1,A,A3,R1,⟨TODO⟩,보기 좋아서 바로 제출한다,18,15,6,주체성;자기이해;호기심;탐색력,,,,82,A,,내가 직접,,⟨TODO⟩,고른 직업의 실제 일은 봤지만 확인이 약하다. 보기 좋게 정리했지만 왜 이 직업을 골랐는지 다시 확인하지 않았다.,⟨TODO⟩,true,중심잡기,호기심,자기이해;탐색력,,,6,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A3R2,A,A3,R2,⟨TODO⟩,내가 왜 이 직업을 골랐는지 한 문장으로 말해 본다,21,18,7,주체성;자기이해;호기심;탐색력,,,,90,S,,내가 직접,,⟨TODO⟩,세 후보 비교와 선택 이유가 탄탄한다. 고른 이유를 한 문장으로 말해 보며 내 관심과 연결되는지 확인했다.,⟨TODO⟩,true,중심잡기,호기심,자기이해;탐색력;자기이해,,,7,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,A3R3,A,A3,R3,⟨TODO⟩,좋은 점과 힘든 점을 함께 설명할 수 있는지 본다,26,22,8,주체성;자기이해;호기심;탐색력,,,,96,S,,내가 직접,,⟨TODO⟩,세 직업 비교와 현실 정보를 균형 있게 설명한다. 좋은 점과 힘든 점을 함께 말해 보며 직업을 제대로 알고 있는지 확인했다.,⟨TODO⟩,true,중심잡기,호기심,자기이해;탐색력;탐색력,,,8,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
jobcard,B1R1,B,B1,R1,⟨TODO⟩,보기 좋아서 바로 제출한다,7,5,4,적응성;탐색력,,,,58,C,,부분 위임 →위임쪽,,⟨TODO⟩,AI 추천 세 직업 중 멋진 것만 고릅니다. 보기 좋게 정리했지만 왜 이 직업을 골랐는지 다시 확인하지 않았다.,⟨TODO⟩,true,중심잡기,적응성,탐색력,,,4,⟨TODO⟩,⟨TODO⟩,,,,,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,⟨TODO⟩,,
